name	source	about	first_release	types	paradigms	website
picolisp	https://en.wikipedia.org/wiki/Picolisp	PicoLisp is a programming language, a dialect of the language Lisp. It runs on operating systems including Linux and others that are Portable Operating System Interface (POSIX) compliant. Its most prominent features are simplicity and minimalism. It is built on one internal data type: a cell. On the language level, a programmer can use three different data types (numbers, symbols, and lists) being represented by cells and differentiated by bits at the end of the cell.[2] It is free and open-source software released under an MIT License (X11).	1988	['duck', 'dynamic', 'strong']	['Functional', 'procedural', 'object-oriented', 'declarative', 'reflective', 'meta']	http://picolisp.com/
pict	https://en.wikipedia.org/wiki/Pict_(programming_language)	Pict is a statically typed programming language, one of the very few based on the π-calculus. Work on the language began at the University of Edinburgh in 1992, and development has been more or less dormant since 1998. The language is still at an experimental stage.		['Static']	['Concurrent']	https://www.cis.upenn.edu/~bcpierce/papers/pict/Html/Pict.html
pike	https://en.wikipedia.org/wiki/Pike_(programming_language)	A MUD (/mʌd/; originally multi-user dungeon, with later variants multi-user dimension and multi-user domain)[1][2] is a multiplayer real-time virtual world, usually text-based. MUDs combine elements of role-playing games, hack and slash, player versus player, interactive fiction, and online chat. Players can read or view descriptions of rooms, objects, other players, non-player characters, and actions performed in the virtual world. Players typically interact with each other and the world by typing commands that resemble a natural language.				
pilot	https://en.wikipedia.org/wiki/PILOT	Programmed Inquiry, Learning, or Teaching (PILOT) is a simple high-level programming language developed in the 1960s.[1] Like its younger sibling LOGO, it was an early foray into the technology of computer-assisted instruction.				
pipelines	https://en.wikipedia.org/wiki/Hartmann_pipeline	CMS Pipelines implements the pipeline concept under the VM/CMS operating system. The programs in a pipeline operate on a sequential stream of records. A program writes records that are read by the next program in the pipeline. Any program can be combined with any other because reading and writing is done through a device independent interface.	1986		['Dataflow programming']	http://vm.marist.edu/~pipeline
pizza	https://en.wikipedia.org/wiki/Pizza_(programming_language)	Pizza is an open-source superset of Java 1.4, prior to the introduction of generics for the Java programming language. In addition to its own solution for adding generics to the language, Pizza also added function pointers and algebraic types with case classes and pattern matching.			['generics', 'algebraic types']	http://pizzacompiler.sourceforge.net/
pl-11	https://en.wikipedia.org/wiki/PL-11	PL-11 is a high-level machine-oriented programming language for the PDP-11, developed by R.D. Russell of CERN in 1971. Written in Fortran IV, it is similar to PL360 and is cross-compiled on other machines.				
pl/0	https://en.wikipedia.org/wiki/PL/0	"PL/0 is a programming language, intended as an educational programming language, that is similar to but much simpler than Pascal, a general-purpose programming language. It serves as an example of how to construct a compiler. It was originally introduced in the book, Algorithms + Data Structures = Programs, by Niklaus Wirth in 1976. It features quite limited language constructs: there are no real numbers, very few basic arithmetic operations and no control-flow constructs other than ""if"" and ""while"" blocks. While these limitations make writing real applications in this language impractical, it helps the compiler remain compact and simple."				
pl/b	https://en.wikipedia.org/wiki/Programming_Language_for_Business	Programming Language for Business or PL/B is a business-oriented programming language originally called DATABUS and designed by Datapoint in 1972[2] as an alternative to COBOL because Datapoint's 8-bit computers could not fit COBOL into their limited memory, and because COBOL did not at the time have facilities to deal with Datapoint's built-in keyboard and screen.	1972	['Strong', '[1]', 'static']	['Procedural', 'imperative']	
pl/c	https://en.wikipedia.org/wiki/PL/C	PL/C is an instructional dialect of the PL/I computer programming language, developed at Cornell University in the 1970s.	1973	['strong']	['procedural', 'imperative', 'structured']	
pl/i	https://en.wikipedia.org/wiki/PL/I	PL/I (Programming Language One, pronounced /piː ɛl wʌn/ and sometimes written PL/1)[2] is a procedural, imperative computer programming language developed and published by IBM. It is designed for scientific, engineering, business and system programming. It has been used by academic, commercial and industrial organizations since it was introduced in the 1960s, and is still used.[3]	1964		['Procedural', 'imperative', 'structured']	http://bitsavers.trailing-edge.com/pdf/ibm/360/pli/
pl/m	https://en.wikipedia.org/wiki/PL/M	The PL/M programming language (an acronym of Programming Language for Microcomputers[2][3]) is a high-level language conceived and developed by Gary Kildall[2][3][4][1] in 1973[2][3] for Hank Smith[2][3] at Intel for its microprocessors.	1973			
pl/p	https://en.wikipedia.org/wiki/PL/P	The PL/P programming language (an acronym of Programming Language for Prime (computers)) is a mid-level programming language developed by Prime Computer to serve as their second primary system programming language after Fortran IV. PL/P was a subset of PL/I.				
pl/sql	https://en.wikipedia.org/wiki/PL/SQL	PL/SQL (Procedural Language for SQL) is Oracle Corporation's procedural extension for SQL and the Oracle relational database. PL/SQL is available in Oracle Database (since version 6 - stored PL/SQL procedures/functions/packages/triggers since version 7), Times Ten in-memory database (since version 11.2.1), and IBM DB 2 (since version 9.7).[1] Oracle Corporation usually extends PL/SQL functionality with each successive release of the Oracle Database.				
pl360	https://en.wikipedia.org/wiki/PL360	PL360 (or PL/360) is a system programming language designed by Niklaus Wirth and written by Niklaus Wirth, Joseph W. Wells, Jr., and Edwin Satterthwaite, Jr. for the IBM System/360 computer at Stanford University. A description of PL360 was published in early 1968, although the implementation was probably completed before Wirth left Stanford in 1967.[1]				
planc	https://en.wikipedia.org/wiki/PLANC	"PLANC (pronounced as ""plank"") is a high level computer programming language. The acronym stands for Programming LAnguage for Nd Computers."				
plankalkül	https://en.wikipedia.org/wiki/Plankalk%C3%BCl	Plankalkül (German pronunciation: [ˈplaːnkalkyːl]) is a programming language designed for engineering purposes by Konrad Zuse between 1942 and 1945. It was the first high-level programming language to be designed for a computer.	1948		['Procedural']	
planner	https://en.wikipedia.org/wiki/Planner_(programming_language)	"Planner (often seen in publications as ""PLANNER"" although it is not an acronym) is a programming language designed by Carl Hewitt at MIT, and first published in 1969. First, subsets such as Micro-Planner and Pico-Planner were implemented, and then essentially the whole language was implemented as Popler by Julian Davies at the University of Edinburgh in the POP-2 programming language.[1] Derivations such as QA4, Conniver, QLISP and Ether (see scientific community metaphor) were important tools in artificial intelligence research in the 1970s, which influenced commercial developments such as Knowledge Engineering Environment (KEE) and Automated Reasoning Tool (ART)."	1969			
